C¢digo municipio; Nombre municipio; C¢digo Establecimiento; Nombre Establecimiento; C¢digo Sede; Nombre Sede; Zona; Direcci¢n; TelÇfono
76248;EL CERRITO;276248000363;IE SANTA ELENA;276248000304;CENTRO DOCENTE NO 9 GREGORIA BENAVIDES;RURAL;CORREG SANTA ELENA;
76248;EL CERRITO;276248000363;IE SANTA ELENA;276248000274;JORGE ISAACS;RURAL;CORREG SANTA ELENA;
76248;EL CERRITO;276248000363;IE SANTA ELENA;276248000347;CENTRO DOCENTE NO 11 POLICARPA SALAVARRIETA;RURAL;CORREG EL CASTILLO;
76248;EL CERRITO;276248000321;IE HERNANDO BORRERO CUADROS;276248000371;JORGE ISAACS;RURAL;COREG TENERIFE;2562440
76248;EL CERRITO;276248000321;IE HERNANDO BORRERO CUADROS;276248000177;ROSA ZARATE DE PE•A;RURAL;CORREG EL MORAL;2562440
76248;EL CERRITO;176248000024;IE JORGE  ISAACS;176248000288;PEDRO VICENTE MONTA•O;URBANA;CLL 8  ENTRE CRA 1 Y 5;2565955
76248;EL CERRITO;176248000024;IE JORGE  ISAACS;176248000253;CARLOS A. SARDI GARCES;URBANA;CLL 9 ENTRE CR 16 Y 17;2566128
76248;EL CERRITO;176248000016;IE SAGRADO CORAZ‡N;276248000185;RICARDO CIFUENTES RIOMA•A;RURAL;VDA SAN FERNANDO;2565537
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;176250000414;SANTISIMO SACRAMENTO;URBANA;CLL 11 NO 9-60;2229184
76250;EL DOVIO;176250000261;IE JOSE MARIA FALLA;276250000605;SANTO DOMINGO;RURAL;VDA OJEDAS;2229184
76250;EL DOVIO;276250000150;IE ACERG;276250000125;SAGRADO CORAZON DE JESUS;RURAL;VDA SIRIMUNDA;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000362;EUSTAQUIO PALACIOS;RURAL;VDA LA PRADERA;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000397;JACINTO SANCHEZ;RURAL;VDA GUATEMALA;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000591;SAN JORGE;RURAL;VDA BALCANES ALTO;3136593903
76250;EL DOVIO;276250000150;IE ACERG;276250000613;GABRIELA MISTRAL;RURAL;VDA LA DORADA;3136593903
76233;DAGUA;276275001461;IE IDEBIC;276233000707;MANUELA BELTRAN;RURAL;COMUNID LA CEDRERA CABILDO DE ASENTAMIENTO INDIEGNA CA•ON RIO  PEPITAS;2638651
76100;BOL÷VAR;276275001461;IE IDEBIC;276100001027;EMBERA CHAMI;RURAL;COMUNIDAD LA FLORESTA CABILDO DE ASENTAMIENTO IND÷GENA ;
76364;JAMUND÷;276275001461;IE IDEBIC;276364002331;KWESX KIWE;RURAL;COMUNIDAD DE LA MESETA;2638651
76828;TRUJILLO;276275001461;IE IDEBIC;276828001120;DAI EMBERA KURISIA;RURAL;RESGUARDO INDIGENA DE DRUADO;2638651
76275;FLORIDA;276275001461;IE IDEBIC;276275001185;RICARDO ORTIZ;RURAL;COMUNIDAD PAZ DE LAS CA•ITAS;
76563;PRADERA;276275001461;IE IDEBIC;276563000185;ROMELIA FINCE;RURAL;VDA. EL NOGAL;
76275;FLORIDA;276275000197;IE ATANASIO GIRARDOT;276275000294;EL BARBULA;RURAL;CORREG TARRAGONA;
76275;FLORIDA;276275000197;IE ATANASIO GIRARDOT;276275000341;CRISTO REY;RURAL;VDA LAS CA•AS ABAJO;
76275;FLORIDA;276275000197;IE ATANASIO GIRARDOT;276275000359;SANTA ANA;RURAL;CORREG REMOLINO;
76275;FLORIDA;276275000154;IE JOSE MARIA CORDOBA;276275000324;MANUELA BELTRAN;RURAL;EL LIBANO;
76275;FLORIDA;176275000915;IE CIUDAD FLORIDA;176275000095;POLICARPA SALAVARRIETA;URBANA;CALLE 7 CR 16 ESQUINA;2642887
76275;FLORIDA;176275000915;IE CIUDAD FLORIDA;176275000915;LICEO COMERCIAL FEMENINO;URBANA;CALLE 6 NO 12A-10;2642550
76275;FLORIDA;176275000010;IE LAS AMERICAS;176275001156;MERCEDITAS FORERO DE GONZALEZ;URBANA;CLL 11 CR 11 ESQUINA;2641755
76306;GINEBRA;276306000336;IE DE DESARROLLO RURAL LA SELVA;276306000191;ANTONIO RICAURTE;RURAL;VDA LA SELVA;
76306;GINEBRA;276306000174;IE MANUELA BELTRAN;276306000344;INMACULADA CONCEPCION;RURAL;CR 5 NO8-30;2550411
76306;GINEBRA;276306000174;IE MANUELA BELTRAN;276306000085;MIGUEL ANTONIO CARO;RURAL;CORREG COSTA RICA;
76306;GINEBRA;276306000174;IE MANUELA BELTRAN;276306000492;CANAIMA;RURAL;VDA CANAIMA;
76306;GINEBRA;276306000344;IE INMACULADA CONCEPCION;276306000158;SAN ANTONIO;RURAL;VDA VILLAVANEGAS;2561464
76306;GINEBRA;176306000013;IE GINEBRA LA SALLE;176306000307;ALFONSO LINCE;URBANA;CLL 10 NO 1N-44;
76318;GUACAR÷;276318000277;IE SIMON BOLIVAR;276318000013;MANUELA BELTRAN;RURAL;CORREG. SONSO;
76318;GUACAR÷;276318000226;IE JOSE IGNACIO OSPINA;276318000200;POLICARPA SALAVARRIETA;RURAL;GUABITAS;2538544
76318;GUACAR÷;276318000099;IE GENERAL SANTANDER;276318000048;SANTA ROSA DE LIMA;RURAL;CORREG SANTA ROSA DE TAPIAS;
76318;GUACAR÷;276318000099;IE GENERAL SANTANDER;276318000153;LOS LULOS;RURAL;VDA LULOS;
76318;GUACAR÷;176318000264;IE ESCUELA NORMAL SUPERIOR MIGUEL DE CERVANTES SAAVEDRA;176318000264;MIGUEL DE CERVANTES SAAVEDRA;URBANA;CLL 3 NO 8-65;2531159
76377;LA CUMBRE;276377000078;IE FRANCISCO DE PAULA SANTANDER;276377000264;POLICARPA SALAVARRIETA;RURAL;VDA PARRAGA;
76377;LA CUMBRE;276377000078;IE FRANCISCO DE PAULA SANTANDER;276377000183;SANTA CECILIA;RURAL;VDA  EL CARMEN;
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000102;MERCEDES ABREGO;RURAL;VDA SABANAZO;2293767
76400;LA UNI‡N;276400000609;I.E. QUEBRADAGRANDE;276400000692;AGUSTIN ANTONIO SARRIA;RURAL;VDA DESPENSITA;2293767
76400;LA UNI‡N;176400000272;IE ARGEMIRO ESCOBAR CARDONA;176400000272;ARGEMIRO ESCOBAR CARDONA;URBANA;CLL 14 NO 7-73;2293149
76403;LA VICTORIA;176403000036;IE MANUEL ANTONIO BONILLA;176403000087;SAGRADO CORAZON DE JESUS;URBANA;CLL 8 NO 7-61;2202111
76403;LA VICTORIA;276403000031;IE NUESTRA SE•ORA DE LA PAZ;276403000138;SANTA ANA;RURAL;CORREG MIRAVALLES;3113833460
76403;LA VICTORIA;276403000031;IE NUESTRA SE•ORA DE LA PAZ;276403000235;MIGUEL MAR÷A DµVILA;RURAL;VDA LA SIBERIA;2.22252e+006
76403;LA VICTORIA;276403000201;IE SAN JOSE;276403000201;CONCENTRACI‡N DE DESARROLLO RURAL SAN JOSE;RURAL;CORREG SAN JOSE;3128664846
76563;PRADERA;276563000223;IE MARCO FIDEL SUAREZ;276563000151;SIMON BOLIVAR;RURAL;CGTO BOLIVAR;
76563;PRADERA;276563000223;IE MARCO FIDEL SUAREZ;276563000461;ATANASIO GIRARDOT;RURAL;CGTO LA FRIA;
76563;PRADERA;176563000091;IE FRANCISCO ANTONIO ZEA;376563000431;FRANCISCO ANTONIO ZEA CENTRO;URBANA;'CRA 11 # 3- 39;
76606;RESTREPO;276606000469;IE JULIO FERNANDEZ MEDINA;276606000079;JUAN XXIII;RURAL;VEREDA POTRERILLO;
76606;RESTREPO;276606000469;IE JULIO FERNANDEZ MEDINA;276606060561;DIVINO NI•O;RURAL;VEREDA CHONTADURO;
76606;RESTREPO;276606000290;IE JOSE ACEVEDO Y GOMEZ;276606000265;CRISTOBAL COLON;RURAL;VDA LA BELMIRA;3122605917
76606;RESTREPO;176606000163;IE JOSE FELIX RESTREPO;276606000664;LA INDEPENDENCIA;RURAL;VDA AGUAMONA- SECTOR LA Y;2522582
76616;RIOFR÷O;276616000654;IE ALFREDO GARRIDO TOVAR;276616000271;LA CARMELITA;RURAL;VDA LOS ESTRECHOS;2260427
76616;RIOFR÷O;276616000654;IE ALFREDO GARRIDO TOVAR;276616000352;POLICARPA SALAVARRIETA;RURAL;VDA CALABAZAS;2260427
76616;RIOFR÷O;276616000590;IE NEMESIO RODRIGUEZ ESCOBAR;276616000204;LAS AMERICAS;RURAL;CORREG FENICIA;2260043
76616;RIOFR÷O;276616000590;IE NEMESIO RODRIGUEZ ESCOBAR;276616000123;ANTONIA SANTOS;RURAL;VDA LA ITALIA;2260043
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000557;GABRIELA MISTRAL;RURAL;VDA EL CARMEN;
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000344;SAN ANTONIO;RURAL;VDA PORTUGAL DEL CARMEN;
76616;RIOFR÷O;276616000255;IE CAMILO TORRES;276616000476;SANTO DOMINGO SAVIO;RURAL;VDA. LAS BRISAS;
76616;RIOFR÷O;176616000013;IE PRIMITIVO CRESPO;276616000069;SAN ISIDRO;RURAL;VDA EL JAGUAL;2268196
76622;ROLDANILLO;276622000577;IE SANTA ROSALIA DE PALERMO;276622000470;SAN JOSE;RURAL;VDA REMOLINO;
76622;ROLDANILLO;276622000305;CE RODRIGO LLOREDA CAICEDO;276622000402;NUESTRA SRA. DEL CARMEN;RURAL;VDA.MATEGUADUA;
76622;ROLDANILLO;276622000305;CE RODRIGO LLOREDA CAICEDO;276622000348;ANTONIO VILLAVICENCIO;RURAL;VDA. PARAMILLO;
76622;ROLDANILLO;176622000084;IE NORMAL SUPERIOR JORGE ISAACS;176622000106;CARLOS VILLAFA•E;URBANA;CR 10 NO 13-40;2490621
76622;ROLDANILLO;176622000076;IE NUESTRA SE•ORA DE CHIQUINQUIRA;176622000548;IV CENTENARIO;URBANA;IND BARRIO SAN JOSE OBRERO;2490892
76622;ROLDANILLO;176622000076;IE NUESTRA SE•ORA DE CHIQUINQUIRA;276622000534;TOMAS IGNACIO ESQUIVEL;URBANA;KR 3 A 7 B 31;2297127
76670;SAN PEDRO;276670000201;IE JULIO CAICEDO TELLEZ;276670000201;JULIO CAICEDO TELLEZ;RURAL;CORREG BUENOS AIRES;
76670;SAN PEDRO;276670000201;IE JULIO CAICEDO TELLEZ;276670000155;ANTONIA SANTOS;RURAL;CORREG ANGOSTURAS;
76670;SAN PEDRO;276670000201;IE JULIO CAICEDO TELLEZ;276670000481;MANUELA BELTRAN;RURAL;VDA LA ALTANIA;
76670;SAN PEDRO;176670000240;IE JOSE ANTONIO AGUILERA;176670000231;POLICARPA SALAVARRIETA;URBANA;CLL 4 NO 3-09;2238370
76670;SAN PEDRO;176670000240;IE JOSE ANTONIO AGUILERA;276670000121;SAN JUDAS TADEO;RURAL;VRDA  GUAYABAL;2238370
76736;SEVILLA;276736000810;IE BENJAMIN HERRERA;276736000810;BENJAMIN HERRERA;RURAL;VDA LA MILONGA;3165795209
76736;SEVILLA;276736000810;IE BENJAMIN HERRERA;276736000381;SANTA LUC÷A;RURAL;VDA COMINALES;3165795209
76736;SEVILLA;276736000810;IE BENJAMIN HERRERA;276736000291;SANTA MARTA;RURAL;CORREG. DE CUMBARCO;2298526
76736;SEVILLA;276736000321;IE MARIA AUXILIADORA;276736000615;MIRAMAR;RURAL;VDA MIRAMAR;2198182
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000275;LA TRINIDAD;RURAL;VDA EL BILLAR;
76736;SEVILLA;276736000178;IE SANTA TERESITA;276736000437;LA MAGDALENA;RURAL;VDA CANOAS;2190636
76736;SEVILLA;276736000143;IE DOCE DE OCTUBRE;276736000496;SANTA RITA;RURAL;VDA LA MARIA;
76736;SEVILLA;276736000143;IE DOCE DE OCTUBRE;276736000992;NUEVA ZELANDIA;RURAL;VDA LA ALEJANDRIA;
76736;SEVILLA;176736000033;IE GENERAL SANTANDER;176736000033;GENERAL SANTANDER;URBANA;CL 56 KR 47 ESQ;2196208
76736;SEVILLA;176736000025;IE SEVILLA;176736000718;JARDIN INFANTIL RAFAEL POMBO;URBANA;CR 49 NO 51 49;2196162
76823;TORO;176823000384;IE NUESTRA SE•ORA DE LA CONSOLACION;276823000290;BOYACA;RURAL;CORREGIMIENTO SAN ANTONIO;
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000249;JOSE MARIA CORDOBA;RURAL;VEREDA LA QUIEBRA;2210560
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000109;PEREGRINIO GARCIA;RURAL;VEREDA CONSOLIDA BAJA - TORO VALLE;
76823;TORO;176823000333;IE  TECNICA AGROPECUARIA TORO;276823000508;CARLOTA RENGIFO;RURAL;VEREDA LA CAYETANA;2210560
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;276828000239;SIM‡N BOLIVAR;RURAL;VDA LA  BOHEMIA;2267368
76828;TRUJILLO;276828000441;IE MANUEL MARIA MALLARINO;176828000081;EL÷AS E. QUIJANO;URBANA;CR 19 NO. 25-00;2267215
76828;TRUJILLO;276828000123;IE CRISTOBAL COLON;276828000336;ANTONIA SANTOS;RURAL;VDA LOS CRISTALES;
76828;TRUJILLO;276828000115;IE ANTONIOJOSE DE SUCRE;276828000905;SANTA LUCIA;RURAL;VDA ALTO CRISTALES;
76828;TRUJILLO;176828000021;IE JULIAN TRUJILLO;276828000093;PANTALEON DE LA TORRE;RURAL;CORREG HUASANO;2267128/2266030
76845;ULLOA;276845000102;IE MARIA INMACULADA;276845000188;SANTA TERESITA;RURAL;VDA. CHAPINERO;
76845;ULLOA;276845000102;IE MARIA INMACULADA;276845000021;ESTHER ZORRILLA;RURAL;VDA. EL PLACER;
76845;ULLOA;276845000102;IE MARIA INMACULADA;276845000111;ALFONSO L‡PEZ PUMAREJO;RURAL;VDA. EL BOSQUE;
76845;ULLOA;276845000102;IE MARIA INMACULADA;276845000196;LASTENIA DURAN;RURAL;VDA.  BERLILN;
76863;VERSALLES;276863000543;IE CARLOS HOLGUIN SARDI;276863000730;ANTONIO GöENDICA;RURAL;VDA EL TULCAN;
76863;VERSALLES;276863000543;IE CARLOS HOLGUIN SARDI;276863000888;MARINA GOMEZ DE GARCIA;RURAL;VDA SANTA TERESITA;2157706
76863;VERSALLES;276863000543;IE CARLOS HOLGUIN SARDI;276863000543;CARLOS HOLGUIN SARDI;RURAL;CGTO EL BALSAL;2213038
76863;VERSALLES;276863000543;IE CARLOS HOLGUIN SARDI;276863000063;ROSA ZARATE DE PE•A;RURAL;CGTO LA FLORIDA;2.1576e+006
76863;VERSALLES;176863000336;IE LA INMACULADA;276863000071;SAN JUAN BAUTISTA DE LA SALLE;RURAL;VDA PUENTE TIERRA;2213038
76863;VERSALLES;176863000336;IE LA INMACULADA;276863000110;MARCO FIDEL SUAREZ;RURAL;VDA EL DIAMANTE;2213038
76869;VIJES;276869000138;IE ANTONIO JOSE DE SUCRE;276869000138;ANTONIO JOSE DE SUCRE;RURAL;CORREG LA FRESNEDA;2520159
76869;VIJES;276869000138;IE ANTONIO JOSE DE SUCRE;276869000111;ANTONIO RICAURTE;RURAL;VDA LA MERCED;3122307356
76869;VIJES;276869000138;IE ANTONIO JOSE DE SUCRE;276869000294;VICTOR HUMBERTO BARRERA;RURAL;VDA EL TRILLO;3206877472
76869;VIJES;176869000028;IE JORGE ROBLEDO;176869800008;MANUEL JOSE REINA COLLAZOS;URBANA;KR 9 SUR CL 8 EQ;
76890;YOTOCO;276890000091;IE GABRIELA MISTRAL;276890000083;JOSE MARIA CORDOBA;RURAL;VDA.JOSE MARIA CORDOBA;
76890;YOTOCO;176890000305;IE ALFONSO ZAWADZKY;176890000020;POLICARPA SALAVARRIETA;URBANA;CRA 6 NO 6-67;2.52355e+006
76890;YOTOCO;176890000305;IE ALFONSO ZAWADZKY;176890000798;JORGE ELIêCER GAITµN;URBANA;CL 5 7 00;252 51 50
76895;ZARZAL;176895000044;IE ANTONIO NARI•O;276895000294;REPÈBLICA DE COLOMBIA;RURAL;CLL 9 ESQUINA;
76895;ZARZAL;176895000168;IE EFRAIN VARELA VACA;176895000231;SANTA CECILIA;URBANA;CLL 10 CRA 10 ESQUINA;2222040
76001;CALI;176001001672;INSTITUCION EDUCATIVA TECNICO DE COMERCIO SANTA CECILIA;176001042409;ALTO MENGA;URBANA;CL 53 AN 8 27 ;6540699
76001;CALI;176001002253;INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES;176001005210;MARIA PERLAZA;URBANA;CL 5 OESTE 18 02 ;4373275
76001;CALI;176001002253;INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES;176001004779;MANUEL SINISTERRA PATI•O;URBANA;KR 14 CON CL 3 OESTE ;8829009 / 4373275
76001;CALI;176001002253;INSTITUCION EDUCATIVA NORMAL SUPERIOR LOS FARALLONES;176001001788;MARTIN RESTREPO MEJIA;URBANA;KR 22 OESTE 2 65 ;4373275
76001;CALI;176001030796;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO;176001004078;IGNACIO RENGIFO;URBANA;CL 41 5 23 ;3450764 3450765  321 7547920
76001;CALI;176001030796;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO;176001004116;CRISTINA SERRANO DE LOURIDO;URBANA;KR 5 NORTE 33 03 ;4444382 / 6807554 /  321-7554254
76001;CALI;176001030796;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO;176001030796;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL VEINTE DE JULIO - SEDE PRINCIPAL;URBANA;KR 5 NORTE 33 01 ;444 43 82/ 3450764 3450765  321 7553006
76001;CALI;176001040079;INSTITUCION EDUCATIVA SANTO TOMAS;176001040079;INSTITUCION EDUCATIVA SANTO TOMAS  CASD;URBANA;IND CL 34 NO 3N 15;304 5672501 / 304 5672463
76001;CALI;176001005813;INSTITUCION EDUCATIVA INEM JORGE ISAACS;176001005813;INSTITUCION EDUCATIVA INEM JORGE ISAACS ;URBANA;CL 5 NORTE 61 126 ;4470128 320 6180085
76001;CALI;176001005813;INSTITUCION EDUCATIVA INEM JORGE ISAACS;176001016009;LAS AMERICAS;URBANA;IND CL 82  3AN -03;4470128 320 6180085
76001;CALI;176001001699;INSTITUCION EDUCATIVA LA MERCED;176001027213;CENDOE;URBANA;CL 44 A 4 B 00 ;3827677 / 320 6966514
76001;CALI;176001007875;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA;176001002792;JORGE ELIECER GAITAN;URBANA;KR 2 C 71 00 ;4428886
76001;CALI;176001007875;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA;176001003993;ATANASIO GIRARDOT;URBANA;IND KR 1A3 70B 00;4404968
76001;CALI;176001007875;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL PEDRO ANTONIO MOLINA;176001006461;SAN LUIS;URBANA;CL 72 1 B 03 ;4405926
76001;CALI;176001040101;INSTITUCION EDUCATIVA ALFONSO LOPEZ PUMAREJO;176001003888;LOS FARALLONES;URBANA;KR 7 J BIS 72 00 ;6620181 / 3472726 / 311 7708939
76001;CALI;176001008723;INSTITUCION EDUCATIVA MANUEL MARIA MALLARINO;176001007093;LOS PINOS;URBANA;IND CL 69A 7MBIS 00;3797428
76001;CALI;176001008723;INSTITUCION EDUCATIVA MANUEL MARIA MALLARINO;176001038070;LAURA VICU•A;URBANA;IND CALLE 63 CR 7 L BIS # 63-10;3797428
76001;CALI;176001008723;INSTITUCION EDUCATIVA MANUEL MARIA MALLARINO;176001004043;CARLOS HOLGUIN SARDI;URBANA;IND PASAJE 7M BIS 64-00;3797428
76001;CALI;176001001664;INSTITUCION EDUCATIVA VICENTE BORRERO COSTA;176001001664;INSTITUCION EDUCATIVA VICENTE BORRERO COSTA;URBANA;CL 76 KR 7 S 00 EQ ;6620161 / 316 8822556 / 300 6602226
76001;CALI;176001022360;INSTITUCION EDUCATIVA TECNICA COMERCIAL LAS AMERICAS;176001002741;RAFAEL URIBE URIBE;URBANA;KR 12 38 62 ;4103225
76001;CALI;176001001800;INSTITUCION EDUCATIVA VILLACOLOMBIA;176001004035;SANTISIMA TRINIDAD;URBANA;CL 48 12 84 ;4413228
76001;CALI;176001001826;INSTITUCION EDUCATIVA JOSE MANUEL SAAVEDRA GALINDO;176001004213;NUESTRA SE•ORA DE FATIMA;URBANA;KR 10 28 10 ;441 63 63
76001;CALI;176001004329;INSTITUCION EDUCATIVA EVARISTO GARCIA;176001003101;SAAVEDRA GALINDO;URBANA;IND KR 17 F TRANSV 31 18;3451468
76001;CALI;176001006071;INSTITUCION EDUCATIVA SANTA FE;176001004311;MANUEL REBOLLEDO;URBANA;DG 23 17 F 00 ;4411626 / 3719880
76001;CALI;176001001702;INSTITUCION EDUCATIVA GENERAL ALFREDO VASQUEZ COBO;176001004680;NUESTRA SE•ORA DE LOS REMEDIOS;URBANA;KR 17 D 18 46 ;312 7972905
76001;CALI;176001020359;INSTITUCION EDUCATIVA RAFAEL NAVIA VARON;176001020359;INSTITUCION EDUCATIVA RAFAEL NAVIA VARON;URBANA;CL 11 46 45 ;5529902 / 5547094 5547095
76001;CALI;176001001796;INSTITUCION EDUCATIVA TECNICO COMERCIAL JOSE MARIA VIVAS BALCAZAR;176001001796;INSTITUCION EDUCATIVA TECNICO COMERCIAL JOSE MARIA VIVAS BALCAZAR;URBANA;CL 14 48 A 32 ;3351363
76001;CALI;176001007166;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JOSE MARIA CARBONELL;176001007166;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL JOSE MARIA CARBONELL;URBANA;CL 13 32 88;3261525
76001;CALI;176001008642;INSTITUCION EDUCATIVA CARLOS HOLGUIN LLOREDA;176001008642;INSTITUCION EDUCATIVA CARLOS HOLGUIN LLOREDA - SEDE PRINCIPAL;URBANA;KR 40 18 85 ;3362302
76001;CALI;176001029411;INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO;176001005333;ANTONIO RICAURTE;URBANA;CL 26 B KR 46;326 79 65
76001;CALI;176001029411;INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO;176001003012;MARINO RENGIFO SALCEDO;URBANA;CL 26 C 44 00;336 72 87
76001;CALI;176001029411;INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO;176001029411;INSTITUCION EDUCATIVA AGUSTIN NIETO CABALLERO;URBANA;KR 37 26 C 51;335 23 44
76001;CALI;176001002881;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DIEZ DE  MAYO;176001002784;REPUBLICA DE ITALIA;URBANA;KR 24 B CL 26 B;3213046
76001;CALI;176001002555;INSTITUCION EDUCATIVA TECNICA COMERCIAL HERNANDO NAVIA VARON;176001002890;FRAY JOSE IGNACIO ORTIZ;URBANA;KR 26 52 58;444 55 97
76001;CALI;176001020693;INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA;176001020693;INSTITUCION EDUCATIVA HUMBERTO JORDAN MAZUERA - SEDE PRINCIPAL;URBANA;IND KR 26 I NO 72H2 - 25;6561290
76001;CALI;176001027001;INSTITUCION EDUCATIVA MONSE•OR RAMON ARCILA;176001042280;PUERTAS DEL SOL IV Y V;URBANA;DG 108 26 I 40 ;4035485 / 6638697
76001;CALI;176001800052;INSTITUCION EDUCATIVA LLANO VERDE ;176001800133;SAN LUIS;URBANA;IND CL 72C 1A2 49;4850227 EXT 1011 / 318 7348070
76001;CALI;176001800052;INSTITUCION EDUCATIVA LLANO VERDE ;176001800109;COMUNEROS II;URBANA;IND CL 72 L 28 3 24;4850227 EXT 1011 / 318 7348070
76001;CALI;176001800052;INSTITUCION EDUCATIVA LLANO VERDE ;176001800117;SAN FELIPE;URBANA;CL 119 KR 23 EQ ;4850227 EXT 1011 / 318 7348070
76001;CALI;176001028970;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO TAFUR;176001028970;INSTITUCION EDUCATIVA TECNICO INDUSTRIAL DONALD RODRIGO TAFUR - SEDE PRINCIPAL;URBANA;KR 43 B 40 11 ;3377731
76001;CALI;176001040119;INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO;176001007905;SEDE LUIS ENRIQUE MONTOYA;URBANA;KR 46 C 38 A 50 ;3277588
76001;CALI;176001040119;INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO;176001040119;INSTITUCION EDUCATIVA RODRIGO LLOREDA CAICEDO - SEDE PRINCIPAL;URBANA;CL 38 A 47 A 45 ;3283404 / 3164805570
76001;CALI;176001006356;INSTITUCION EDUCATIVA LIBARDO MADRID VALDERRAMAMA;176001007158;SEDE PRIMERO DE MAYO;URBANA;IND CALLE 39  37 - 14 ESQUINA;3273564 /310 8226510
76001;CALI;176001012101;INSTITUCION EDUCATIVA JUAN PABLO II;176001004515;PORTETE DE TARQUI;URBANA;CL 1 A OESTE 73 00 ;3231730
76001;CALI;176001001745;INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL;176001001001;SEDE LA PRESENTACION;URBANA;IND CALLE 5B1#29-06;5576236
76001;CALI;176001001770;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS;176001004841;LUIS LOPEZ DE MESA;URBANA;CL 3 A OESTE 42 44 ;5528965
76001;CALI;176001001770;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS;176001004540;CELANESE;URBANA;CL 5 OESTE 38 B 38 ;5536017
76001;CALI;176001001770;INSTITUCION EDUCATIVA EUSTAQUIO PALACIOS;276001019193;TULIO ENRIQUE TASCON;URBANA;IND KM 5 VIA CRISTO REY;5190532
76001;CALI;176001008669;INSTITUCION EDUCATIVA JOSE HOLGUIN GARCES;376001020501;VILLA DEL MAR;URBANA;AV 8 OESTE 30 C 40 ;
76001;CALI;276001008574;INSTITUCION EDUCATIVA PANCE;276001004838;SAN FRANCISCO;RURAL;VEREDA SAN FRANCISCO CORREGIMIENTO;310 5029532
76001;CALI;276001011184;INSTITUCION EDUCATIVA LOS ANDES;276001005524;FRANCISCO JOSE DE CALDAS;RURAL;CORREGIMIENTO LOS ANDES CABECERA;315 4728030
76001;CALI;276001012831;INSTITUCION EDUCATIVA FELIDIA;276001005451;REPUBLICA DE CUBA;RURAL;CORREGIMIENTO  FELIDIA;321 6426294 
76109;BUENAVENTURA;176109000192;FRANCISCO JOSE DE CALDAS;176109000192;FRANCISCO JOSE DE CALDAS;URBANA;CRA19 NO 4A-03;24 33968
76109;BUENAVENTURA;176109000583;PASCUAL DE ANDAGOYA;176109001687;MARIA GORETTI;URBANA;CARRERA 16 NO 3A-70;2433468
76109;BUENAVENTURA;176109000770;INSTITUCION EDUCATIVA VASCO NU•EZ DE BALBOA;176109015424;CENTRO DOCENTE DIVINO NI•O DEL MAR;URBANA;IND KM 5;
76109;BUENAVENTURA;176109000842;TêCNICO INDUSTRIAL GERARDO VALENCIA CANO;376109006084;SEIS DE ENERO;URBANA;IND BARRIO EL OLIMPICO POSTE;
76109;BUENAVENTURA;176109000516;JOSE RAMON BEJARANO;176109001008;SAN BUENAVENTURA;URBANA;BARRIO EL BOSQUE;
76109;BUENAVENTURA;276109002009;RAUL OREJUELA BUENO;276109001479;SAN PEDRO;RURAL;VDA SAN PEDRO;N
76109;BUENAVENTURA;276109002009;RAUL OREJUELA BUENO;176109010382;SANTA ANA;RURAL;VDA SANTA ANA;
76109;BUENAVENTURA;276109002009;RAUL OREJUELA BUENO;276109015470;SAN RAMON;RURAL;VDA EL TRUENO;
